ID,Text,Primary Category ID,Secondary Category IDs,Classification Reasoning
469,The latest update caused the settings page to crash. This issue is affecting my work. Let me know if you need screenshots or additional details. This has been really frustrating.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
470,My package was marked delivered but it's nowhere to be found. Not sure if this is a known issue.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
471,The instructions on your help page don't match what I see in the app. Please let me know what steps I should take next.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
472,"Not sure who to contact, but hoping you can point me in the right direction. Let me know if you need screenshots or additional details. I've tried troubleshooting on my own but no luck. This issue is affecting my work.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
473,This product has made my workflow so much easier. I checked the FAQ but couldn't find anything useful.,C10,,The message shares positive feedback about the product or support without raising a problem.
474,I was told one thing by sales and now support is telling me something else. Let me know if you need screenshots or additional details. This has been really frustrating. Thanks in advance for your help.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
475,The latest update caused the settings page to crash. Please let me know what steps I should take next.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
476,Everything was working fine earlier but now nothing loads. Not sure if this is a known issue. Hoping you can help me resolve this quickly.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
477,I was billed twice for the same month and need help sorting it out. I checked the FAQ but couldn't find anything useful. Hoping you can help me resolve this quickly.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
478,My package was marked delivered but it's nowhere to be found. This has been really frustrating. This issue is affecting my work.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
479,Are there known outages right now? My whole team is affected. This issue is affecting my work.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
480,I think this message got sent to the wrong department—I'm looking for HR. This has been really frustrating.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
481,My email login stopped working after I updated my profile. I checked the FAQ but couldn't find anything useful. I've tried troubleshooting on my own but no luck. Thanks in advance for your help.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
482,I'm being charged fees that I was never informed about. Not sure if this is a known issue. I checked the FAQ but couldn't find anything useful.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
483,The two-factor authentication code never arrives to my phone. Thanks in advance for your help. Please let me know what steps I should take next. I checked the FAQ but couldn't find anything useful.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
484,Everything was working fine earlier but now nothing loads. Please let me know what steps I should take next.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
485,I was told one thing by sales and now support is telling me something else. This has been really frustrating. Thanks in advance for your help.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
486,Just a quick note to say I love the new update! Thanks in advance for your help. Let me know if you need screenshots or additional details. I haven't changed any settings recently.,C10,,The message shares positive feedback about the product or support without raising a problem.
487,Your service seems to be down—I can't access anything. Please let me know what steps I should take next. Not sure if this is a known issue.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
488,The two-factor authentication code never arrives to my phone. I checked the FAQ but couldn't find anything useful. I haven't changed any settings recently. This has been really frustrating.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
489,I keep getting a blank screen after logging in. Thanks in advance for your help. Hoping you can help me resolve this quickly.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
490,I'm thinking about canceling because I no longer need the service. Let me know if you need screenshots or additional details. Please let me know what steps I should take next. This has been really frustrating.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
491,The invoice amount doesn't match what was shown during checkout. I've tried troubleshooting on my own but no luck.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
492,I keep getting a blank screen after logging in. Please let me know what steps I should take next. Thanks in advance for your help.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
493,I'd love to see better integration with other tools I use daily. This issue is affecting my work. I've tried troubleshooting on my own but no luck. This has been really frustrating.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
494,I don’t understand why certain features disappear after I log in. This has been really frustrating.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
495,My email login stopped working after I updated my profile. Thanks in advance for your help. Please let me know what steps I should take next.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
496,This product has made my workflow so much easier. I've tried troubleshooting on my own but no luck. I checked the FAQ but couldn't find anything useful. This issue is affecting my work.,C10,,The message shares positive feedback about the product or support without raising a problem.
497,I was billed twice for the same month and need help sorting it out. This has been really frustrating.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
498,Just a quick note to say I love the new update! Hoping you can help me resolve this quickly. Thanks in advance for your help. This has been really frustrating.,C10,,The message shares positive feedback about the product or support without raising a problem.
499,I'd love to see better integration with other tools I use daily. I checked the FAQ but couldn't find anything useful. Please let me know what steps I should take next.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
500,I don’t understand why certain features disappear after I log in. Please let me know what steps I should take next.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
501,I was told one thing by sales and now support is telling me something else. This has been really frustrating.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
502,Any chance of adding more customization to the dashboard widgets? Not sure if this is a known issue. Thanks in advance for your help.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
503,The invoice amount doesn't match what was shown during checkout. This has been really frustrating.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
504,Really impressed with how fast your team resolved my issue. This has been really frustrating.,C10,,The message shares positive feedback about the product or support without raising a problem.
505,My email login stopped working after I updated my profile. Not sure if this is a known issue. Thanks in advance for your help.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
506,Your service seems to be down—I can't access anything. Please let me know what steps I should take next.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
507,I canceled but I'm still being charged monthly. Let me know if you need screenshots or additional details. Not sure if this is a known issue.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
508,It would be great if there was a dark mode. Thanks in advance for your help.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
509,The shipment arrived damaged and unusable. This has been really frustrating. Not sure if this is a known issue. I haven't changed any settings recently.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
510,I just wanted to say your support team was incredibly helpful. This issue is affecting my work. Let me know if you need screenshots or additional details.,C10,,The message shares positive feedback about the product or support without raising a problem.
511,The dashboard graphs are not loading like they used to. This has been really frustrating. Please let me know what steps I should take next.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
512,My subscription renewed even though I thought I canceled it last month. Not sure if this is a known issue.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
513,I keep getting a blank screen after logging in. Hoping you can help me resolve this quickly. This has been really frustrating. This issue is affecting my work.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
514,I'd love to see better integration with other tools I use daily. Not sure if this is a known issue.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
515,The shipment arrived damaged and unusable. I haven't changed any settings recently. This has been really frustrating. I checked the FAQ but couldn't find anything useful.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
516,This product has made my workflow so much easier. I've tried troubleshooting on my own but no luck.,C10,,The message shares positive feedback about the product or support without raising a problem.
517,I can't reset my password because the reset link keeps expiring instantly. Not sure if this is a known issue. I've tried troubleshooting on my own but no luck. This issue is affecting my work.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
518,Why was my refund request denied even though I'm within the return window? This issue is affecting my work. Let me know if you need screenshots or additional details.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
519,I can't reset my password because the reset link keeps expiring instantly. This issue is affecting my work.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
520,My subscription renewed even though I thought I canceled it last month. Hoping you can help me resolve this quickly.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
521,Can you add support for exporting reports in more formats? I haven't changed any settings recently.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
522,I'm thinking about canceling because I no longer need the service. Let me know if you need screenshots or additional details.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
523,The tracking number hasn't updated in over a week. This issue is affecting my work. Not sure if this is a known issue.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
524,The latest update caused the settings page to crash. This issue is affecting my work. I checked the FAQ but couldn't find anything useful.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
525,I keep getting a blank screen after logging in. This issue is affecting my work. Hoping you can help me resolve this quickly. Please let me know what steps I should take next.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
526,The shipment arrived damaged and unusable. Thanks in advance for your help. Hoping you can help me resolve this quickly.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
527,What exactly is the difference between your basic and premium plans? Hoping you can help me resolve this quickly.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
528,Are there known outages right now? My whole team is affected. Please let me know what steps I should take next. Let me know if you need screenshots or additional details. I haven't changed any settings recently.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
529,My package was marked delivered but it's nowhere to be found. Not sure if this is a known issue. Let me know if you need screenshots or additional details.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
530,I'm locked out of my account even though my password is correct. This has been really frustrating.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
531,Just a quick note to say I love the new update! Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck.,C10,,The message shares positive feedback about the product or support without raising a problem.
532,Your service seems to be down—I can't access anything. Not sure if this is a known issue. I checked the FAQ but couldn't find anything useful.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
533,The dashboard graphs are not loading like they used to. I haven't changed any settings recently. Please let me know what steps I should take next. This issue is affecting my work.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
534,Really impressed with how fast your team resolved my issue. I checked the FAQ but couldn't find anything useful. This has been really frustrating.,C10,,The message shares positive feedback about the product or support without raising a problem.
535,Can you add support for exporting reports in more formats? Hoping you can help me resolve this quickly.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
536,I'm not sure how to complete the onboarding steps—it keeps asking for info I don’t have. Not sure if this is a known issue.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
537,The shipment arrived damaged and unusable. This has been really frustrating. Please let me know what steps I should take next. Thanks in advance for your help.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
538,I'm thinking about canceling because I no longer need the service. Let me know if you need screenshots or additional details. I've tried troubleshooting on my own but no luck. I checked the FAQ but couldn't find anything useful.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
539,Can you add support for exporting reports in more formats? This issue is affecting my work.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
540,My subscription renewed even though I thought I canceled it last month. Hoping you can help me resolve this quickly. I haven't changed any settings recently. Thanks in advance for your help.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
541,Your cancellation policy feels misleading based on what was advertised. I haven't changed any settings recently. I checked the FAQ but couldn't find anything useful.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
542,The shipment arrived damaged and unusable. I checked the FAQ but couldn't find anything useful. Thanks in advance for your help. Hoping you can help me resolve this quickly.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
543,I'm being charged fees that I was never informed about. I haven't changed any settings recently.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
544,I noticed an unexpected charge on my account and can't figure out where it came from. Hoping you can help me resolve this quickly. This issue is affecting my work. I haven't changed any settings recently.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
545,"The system keeps timing out, so I assume there's a backend issue. Please let me know what steps I should take next. Hoping you can help me resolve this quickly. I checked the FAQ but couldn't find anything useful.",C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
546,I canceled but I'm still being charged monthly. Hoping you can help me resolve this quickly. I've tried troubleshooting on my own but no luck.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
547,The dashboard graphs are not loading like they used to. Not sure if this is a known issue. I've tried troubleshooting on my own but no luck.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
548,I keep getting a blank screen after logging in. I haven't changed any settings recently. This has been really frustrating. Hoping you can help me resolve this quickly.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
549,"Sorry if this isn't the right inbox, but I need help with something unrelated. Let me know if you need screenshots or additional details. Thanks in advance for your help.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
550,My subscription renewed even though I thought I canceled it last month. Please let me know what steps I should take next.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
551,It would be great if there was a dark mode. I've tried troubleshooting on my own but no luck.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
552,Any chance of adding more customization to the dashboard widgets? Hoping you can help me resolve this quickly.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
553,My package was marked delivered but it's nowhere to be found. Please let me know what steps I should take next.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
554,I'm thinking about canceling because I no longer need the service. This issue is affecting my work. Not sure if this is a known issue. I checked the FAQ but couldn't find anything useful.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
555,This product has made my workflow so much easier. Hoping you can help me resolve this quickly. Not sure if this is a known issue.,C10,,The message shares positive feedback about the product or support without raising a problem.
556,Why was my refund request denied even though I'm within the return window? I haven't changed any settings recently.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
557,The instructions on your help page don't match what I see in the app. Please let me know what steps I should take next. Hoping you can help me resolve this quickly.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
558,The instructions on your help page don't match what I see in the app. Let me know if you need screenshots or additional details. Thanks in advance for your help. I've tried troubleshooting on my own but no luck.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
559,I was hoping to switch to a free plan but don't see any downgrade option. Please let me know what steps I should take next. Hoping you can help me resolve this quickly.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
560,Everything was working fine earlier but now nothing loads. Not sure if this is a known issue. Let me know if you need screenshots or additional details. Please let me know what steps I should take next.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
561,I think this message got sent to the wrong department—I'm looking for HR. I haven't changed any settings recently.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
562,"Sorry if this isn't the right inbox, but I need help with something unrelated. This has been really frustrating.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
563,The instructions on your help page don't match what I see in the app. This has been really frustrating.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
564,My email login stopped working after I updated my profile. I haven't changed any settings recently. Hoping you can help me resolve this quickly.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
565,The invoice amount doesn't match what was shown during checkout. I haven't changed any settings recently.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
566,I noticed an unexpected charge on my account and can't figure out where it came from. I haven't changed any settings recently.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
567,What exactly is the difference between your basic and premium plans? I checked the FAQ but couldn't find anything useful. I haven't changed any settings recently. Let me know if you need screenshots or additional details.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
568,I'd like to cancel my account but can't find the option anywhere. Please let me know what steps I should take next. I checked the FAQ but couldn't find anything useful.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
569,"Not sure who to contact, but hoping you can point me in the right direction. Let me know if you need screenshots or additional details. I haven't changed any settings recently.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
570,My email login stopped working after I updated my profile. Let me know if you need screenshots or additional details. I haven't changed any settings recently.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
571,"The system keeps timing out, so I assume there's a backend issue. I haven't changed any settings recently.",C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
572,Any chance of adding more customization to the dashboard widgets? Thanks in advance for your help.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
573,The tracking number hasn't updated in over a week. I haven't changed any settings recently. Thanks in advance for your help. This has been really frustrating.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
574,Why was my refund request denied even though I'm within the return window? Hoping you can help me resolve this quickly. This has been really frustrating. Not sure if this is a known issue.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
575,The invoice amount doesn't match what was shown during checkout. Thanks in advance for your help.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
576,The latest update caused the settings page to crash. Not sure if this is a known issue. Thanks in advance for your help.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
577,I'm thinking about canceling because I no longer need the service. Hoping you can help me resolve this quickly. This issue is affecting my work. I checked the FAQ but couldn't find anything useful.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
578,I was billed twice for the same month and need help sorting it out. Let me know if you need screenshots or additional details. Hoping you can help me resolve this quickly. This has been really frustrating.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
579,Why was my refund request denied even though I'm within the return window? Thanks in advance for your help. I checked the FAQ but couldn't find anything useful. Let me know if you need screenshots or additional details.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
580,My subscription renewed even though I thought I canceled it last month. I checked the FAQ but couldn't find anything useful. Please let me know what steps I should take next. Let me know if you need screenshots or additional details.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
581,Your service seems to be down—I can't access anything. I haven't changed any settings recently. I've tried troubleshooting on my own but no luck.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
582,I was billed twice for the same month and need help sorting it out. Let me know if you need screenshots or additional details. I checked the FAQ but couldn't find anything useful. I haven't changed any settings recently.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
583,"Sorry if this isn't the right inbox, but I need help with something unrelated. Not sure if this is a known issue. I checked the FAQ but couldn't find anything useful. This issue is affecting my work.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
584,The dashboard graphs are not loading like they used to. Not sure if this is a known issue. Hoping you can help me resolve this quickly.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
585,I don’t understand why certain features disappear after I log in. I checked the FAQ but couldn't find anything useful.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
586,I was hoping to switch to a free plan but don't see any downgrade option. Please let me know what steps I should take next.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
587,The latest update caused the settings page to crash. Not sure if this is a known issue. I've tried troubleshooting on my own but no luck. This issue is affecting my work.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
588,I noticed an unexpected charge on my account and can't figure out where it came from. This issue is affecting my work.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
589,I canceled but I'm still being charged monthly. Please let me know what steps I should take next. This issue is affecting my work. Thanks in advance for your help.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
590,I received the wrong item and need to exchange it. Please let me know what steps I should take next. Let me know if you need screenshots or additional details.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
591,My email login stopped working after I updated my profile. Hoping you can help me resolve this quickly.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
592,Why was my refund request denied even though I'm within the return window? I checked the FAQ but couldn't find anything useful.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
593,My subscription renewed even though I thought I canceled it last month. Not sure if this is a known issue. Hoping you can help me resolve this quickly. Let me know if you need screenshots or additional details.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
594,This product has made my workflow so much easier. Let me know if you need screenshots or additional details. Hoping you can help me resolve this quickly.,C10,,The message shares positive feedback about the product or support without raising a problem.
595,Really impressed with how fast your team resolved my issue. This issue is affecting my work.,C10,,The message shares positive feedback about the product or support without raising a problem.
596,Everything was working fine earlier but now nothing loads. I haven't changed any settings recently. Let me know if you need screenshots or additional details.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
597,I was told one thing by sales and now support is telling me something else. I've tried troubleshooting on my own but no luck. I haven't changed any settings recently. Hoping you can help me resolve this quickly.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
598,What exactly is the difference between your basic and premium plans? I checked the FAQ but couldn't find anything useful. I've tried troubleshooting on my own but no luck.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
599,Everything was working fine earlier but now nothing loads. This issue is affecting my work. This has been really frustrating. Let me know if you need screenshots or additional details.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
600,The app keeps freezing whenever I try to upload a file. I checked the FAQ but couldn't find anything useful. This has been really frustrating.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
601,"Not sure who to contact, but hoping you can point me in the right direction. This has been really frustrating. I checked the FAQ but couldn't find anything useful.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
602,The instructions on your help page don't match what I see in the app. I've tried troubleshooting on my own but no luck.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
603,I'm locked out of my account even though my password is correct. Thanks in advance for your help. Hoping you can help me resolve this quickly. This issue is affecting my work.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
604,I was hoping to switch to a free plan but don't see any downgrade option. This issue is affecting my work.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
605,My package was marked delivered but it's nowhere to be found. This has been really frustrating.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
606,The tracking number hasn't updated in over a week. I checked the FAQ but couldn't find anything useful. Not sure if this is a known issue.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
607,I don’t understand why certain features disappear after I log in. This issue is affecting my work. Let me know if you need screenshots or additional details.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
608,I noticed an unexpected charge on my account and can't figure out where it came from. I checked the FAQ but couldn't find anything useful. Please let me know what steps I should take next.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
609,Your cancellation policy feels misleading based on what was advertised. This has been really frustrating. I checked the FAQ but couldn't find anything useful.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
610,"Sorry if this isn't the right inbox, but I need help with something unrelated. Thanks in advance for your help. This issue is affecting my work.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
611,I'd love to see better integration with other tools I use daily. I checked the FAQ but couldn't find anything useful. Not sure if this is a known issue.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
612,"Sorry if this isn't the right inbox, but I need help with something unrelated. Let me know if you need screenshots or additional details. I've tried troubleshooting on my own but no luck. Hoping you can help me resolve this quickly.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
613,The two-factor authentication code never arrives to my phone. This has been really frustrating. Hoping you can help me resolve this quickly. Let me know if you need screenshots or additional details.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
614,I canceled but I'm still being charged monthly. Let me know if you need screenshots or additional details.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
615,My email login stopped working after I updated my profile. Please let me know what steps I should take next. Hoping you can help me resolve this quickly.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
616,I received the wrong item and need to exchange it. I haven't changed any settings recently. Not sure if this is a known issue. I checked the FAQ but couldn't find anything useful.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
617,I think this message got sent to the wrong department—I'm looking for HR. Not sure if this is a known issue. Let me know if you need screenshots or additional details.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
618,Your service seems to be down—I can't access anything. Not sure if this is a known issue. Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
619,I think this message got sent to the wrong department—I'm looking for HR. I haven't changed any settings recently. This issue is affecting my work.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
620,I was billed twice for the same month and need help sorting it out. Thanks in advance for your help. I checked the FAQ but couldn't find anything useful. Let me know if you need screenshots or additional details.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
621,My package was marked delivered but it's nowhere to be found. I haven't changed any settings recently. This has been really frustrating. This issue is affecting my work.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
622,What exactly is the difference between your basic and premium plans? Thanks in advance for your help. I haven't changed any settings recently.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
623,The invoice amount doesn't match what was shown during checkout. This issue is affecting my work. Thanks in advance for your help. I checked the FAQ but couldn't find anything useful.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
624,My email login stopped working after I updated my profile. Let me know if you need screenshots or additional details.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
625,"Not sure who to contact, but hoping you can point me in the right direction. Hoping you can help me resolve this quickly. This issue is affecting my work.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
626,I keep getting a blank screen after logging in. Please let me know what steps I should take next.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
627,I don’t understand why certain features disappear after I log in. I haven't changed any settings recently. I've tried troubleshooting on my own but no luck. Thanks in advance for your help.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
628,Why was my refund request denied even though I'm within the return window? This has been really frustrating. Hoping you can help me resolve this quickly. This issue is affecting my work.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
629,Everything was working fine earlier but now nothing loads. Thanks in advance for your help.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
630,I was hoping to switch to a free plan but don't see any downgrade option. Let me know if you need screenshots or additional details. Hoping you can help me resolve this quickly. Thanks in advance for your help.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
631,It would be great if there was a dark mode. Not sure if this is a known issue. Hoping you can help me resolve this quickly. Let me know if you need screenshots or additional details.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
632,My email login stopped working after I updated my profile. Not sure if this is a known issue. Hoping you can help me resolve this quickly.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
633,I was told one thing by sales and now support is telling me something else. I haven't changed any settings recently.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
634,Really impressed with how fast your team resolved my issue. Not sure if this is a known issue. Hoping you can help me resolve this quickly.,C10,,The message shares positive feedback about the product or support without raising a problem.
635,It would be great if there was a dark mode. Not sure if this is a known issue. Let me know if you need screenshots or additional details. I haven't changed any settings recently.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
636,Your cancellation policy feels misleading based on what was advertised. Hoping you can help me resolve this quickly. I checked the FAQ but couldn't find anything useful. I haven't changed any settings recently.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
637,The tracking number hasn't updated in over a week. I checked the FAQ but couldn't find anything useful.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
